ID,Request.id,Pickup.point,Driver.id,Status,Request.timestamp,Drop.timestamp,Duration,Interval,req_day,req_hour,req_day0fWeek,drop_day,drop_hour
2689,6685,Airport,283,Trip Completed,7/15/2016 22:34,7/15/2016 23:27,53,Evening,15,22,Friday,15,23
2690,420,City,284,Trip Completed,7/11/2016 8:37,7/11/2016 9:27,50,Early-Day,11,8,Monday,11,9
2691,662,City,284,Trip Completed,7/11/2016 12:58,7/11/2016 14:02,64,Mid-Day,11,12,Monday,11,14
2692,791,Airport,284,Trip Completed,7/11/2016 16:55,7/11/2016 17:35,40,Mid-Day,11,16,Monday,11,17
2693,1164,City,284,Trip Completed,7/11/2016 20:50,7/11/2016 21:39,49,Evening,11,20,Monday,11,21
2694,2939,City,284,Trip Completed,7/13/2016 6:25,7/13/2016 7:05,40,Early-Day,13,6,Wednesday,13,7
2695,3867,City,284,Trip Completed,7/13/2016 21:45,7/13/2016 22:24,39,Evening,13,21,Wednesday,13,22
2696,4290,City,284,Trip Completed,7/14/2016 6:36,7/14/2016 7:36,60,Early-Day,14,6,Thursday,14,7
2697,4400,Airport,284,Trip Completed,7/14/2016 8:01,7/14/2016 8:44,42,Early-Day,14,8,Thursday,14,8
2698,5100,Airport,284,Trip Completed,7/14/2016 19:58,7/14/2016 20:43,45,Evening,14,19,Thursday,14,20
2699,5956,City,284,Trip Completed,7/15/2016 10:41,7/15/2016 11:44,62,Mid-Day,15,10,Friday,15,11
2700,6701,City,284,Trip Completed,7/15/2016 22:55,7/15/2016 23:37,42,Evening,15,22,Friday,15,23
2701,1,Airport,285,Trip Completed,7/11/2016 0:20,7/11/2016 0:51,31,Midnight,11,0,Monday,11,0
2702,1923,City,285,Trip Completed,7/12/2016 11:00,7/12/2016 12:00,60,Mid-Day,12,11,Tuesday,12,12
2703,3804,Airport,285,Trip Completed,7/13/2016 21:00,7/13/2016 21:37,37,Evening,13,21,Wednesday,13,21
2704,4876,Airport,285,Trip Completed,7/14/2016 17:46,7/14/2016 18:23,37,Evening,14,17,Thursday,14,18
2705,5428,Airport,285,Trip Completed,7/15/2016 2:28,7/15/2016 3:04,36,Midnight,15,2,Friday,15,3
2706,6452,City,285,Trip Completed,7/15/2016 20:07,7/15/2016 20:48,41,Evening,15,20,Friday,15,20
2707,6703,City,285,Trip Completed,7/15/2016 22:51,7/15/2016 23:37,46,Evening,15,22,Friday,15,23
2708,116,Airport,286,Trip Completed,7/11/2016 5:07,7/11/2016 5:53,46,Early-Day,11,5,Monday,11,5
2709,761,Airport,286,Trip Completed,7/11/2016 16:11,7/11/2016 17:12,61,Mid-Day,11,16,Monday,11,17
2710,932,City,286,Trip Completed,7/11/2016 18:28,7/11/2016 19:20,52,Evening,11,18,Monday,11,19
2711,1217,City,286,Trip Completed,7/11/2016 21:23,7/11/2016 22:39,76,Evening,11,21,Monday,11,22
2712,1617,Airport,286,Trip Completed,7/12/2016 6:53,7/12/2016 7:23,30,Early-Day,12,6,Tuesday,12,7
2713,1849,Airport,286,Trip Completed,7/12/2016 9:42,7/12/2016 10:28,46,Early-Day,12,9,Tuesday,12,10
2714,2055,City,286,Trip Completed,7/12/2016 14:54,7/12/2016 15:43,49,Mid-Day,12,14,Tuesday,12,15
2715,2841,Airport,286,Trip Completed,7/13/2016 5:23,7/13/2016 5:53,30,Early-Day,13,5,Wednesday,13,5
2716,5983,City,286,Trip Completed,7/15/2016 11:41,7/15/2016 12:12,32,Mid-Day,15,11,Friday,15,12
2717,6016,Airport,286,Trip Completed,7/15/2016 12:31,7/15/2016 13:19,48,Mid-Day,15,12,Friday,15,13
2718,845,City,287,Trip Completed,7/11/2016 17:41,7/11/2016 18:57,76,Evening,11,17,Monday,11,18
2719,1832,Airport,287,Trip Completed,7/12/2016 9:36,7/12/2016 10:08,32,Early-Day,12,9,Tuesday,12,10
2720,2740,Airport,287,Trip Completed,7/13/2016 2:57,7/13/2016 4:06,69,Midnight,13,2,Wednesday,13,4
2721,3622,Airport,287,Trip Completed,7/13/2016 18:57,7/13/2016 20:15,77,Evening,13,18,Wednesday,13,20
2722,3979,City,287,Trip Completed,7/13/2016 23:16,7/13/2016 23:46,30,Evening,13,23,Wednesday,13,23
2723,5749,Airport,287,Trip Completed,7/15/2016 7:59,7/15/2016 8:48,50,Early-Day,15,7,Friday,15,8
2724,6633,City,287,Trip Completed,7/15/2016 21:57,7/15/2016 22:49,52,Evening,15,21,Friday,15,22
2725,1301,Airport,288,Trip Completed,7/11/2016 22:30,7/11/2016 23:13,43,Evening,11,22,Monday,11,23
2726,2203,City,288,Trip Completed,7/12/2016 17:53,7/12/2016 18:30,37,Evening,12,17,Tuesday,12,18
2727,2569,City,288,Trip Completed,7/12/2016 21:37,7/12/2016 22:07,30,Evening,12,21,Tuesday,12,22
2728,3621,Airport,288,Trip Completed,7/13/2016 18:56,7/13/2016 19:35,39,Evening,13,18,Wednesday,13,19
2729,4051,City,288,Trip Completed,7/14/2016 1:09,7/14/2016 2:09,60,Midnight,14,1,Thursday,14,2
2730,4831,City,288,Trip Completed,7/14/2016 17:25,7/14/2016 18:31,66,Evening,14,17,Thursday,14,18
2731,158,City,289,Trip Completed,7/11/2016 5:35,7/11/2016 6:41,66,Early-Day,11,5,Monday,11,6
2732,1290,City,289,Trip Completed,7/11/2016 22:23,7/11/2016 23:00,37,Evening,11,22,Monday,11,23
2733,2441,City,289,Trip Completed,7/12/2016 20:23,7/12/2016 21:25,62,Evening,12,20,Tuesday,12,21
2734,3681,Airport,289,Trip Completed,7/13/2016 19:31,7/13/2016 20:31,60,Evening,13,19,Wednesday,13,20
2735,4511,Airport,289,Trip Completed,7/14/2016 9:10,7/14/2016 10:18,68,Early-Day,14,9,Thursday,14,10
2736,4684,City,289,Trip Completed,7/14/2016 12:53,7/14/2016 13:28,35,Mid-Day,14,12,Thursday,14,13
2737,5606,City,289,Trip Completed,7/15/2016 6:09,7/15/2016 7:23,74,Early-Day,15,6,Friday,15,7
2738,5708,Airport,289,Trip Completed,7/15/2016 7:35,7/15/2016 8:07,33,Early-Day,15,7,Friday,15,8
2739,5960,Airport,289,Trip Completed,7/15/2016 10:52,7/15/2016 11:29,37,Mid-Day,15,10,Friday,15,11
2740,6014,City,289,Trip Completed,7/15/2016 12:31,7/15/2016 13:22,51,Mid-Day,15,12,Friday,15,13
2741,6193,City,289,Trip Completed,7/15/2016 17:19,7/15/2016 18:06,47,Evening,15,17,Friday,15,18
2742,6635,City,289,Trip Completed,7/15/2016 22:01,7/15/2016 23:04,64,Evening,15,22,Friday,15,23
2743,82,Airport,290,Trip Completed,7/11/2016 4:47,7/11/2016 5:23,36,Midnight,11,4,Monday,11,5
2744,2518,Airport,290,Trip Completed,7/12/2016 21:07,7/12/2016 22:10,63,Evening,12,21,Tuesday,12,22
2745,2644,City,290,Trip Completed,7/12/2016 22:39,7/12/2016 23:20,41,Evening,12,22,Tuesday,12,23
2746,3280,Airport,290,Trip Completed,7/13/2016 10:43,7/13/2016 11:23,40,Mid-Day,13,10,Wednesday,13,11
2747,3486,City,290,Trip Completed,7/13/2016 17:23,7/13/2016 18:23,60,Evening,13,17,Wednesday,13,18
2748,5297,City,290,Trip Completed,7/14/2016 21:51,7/14/2016 22:25,33,Evening,14,21,Thursday,14,22
2749,5802,City,290,Trip Completed,7/15/2016 8:43,7/15/2016 9:08,25,Early-Day,15,8,Friday,15,9
2750,6675,City,290,Trip Completed,7/15/2016 22:21,7/15/2016 23:21,60,Evening,15,22,Friday,15,23
2751,2025,City,291,Trip Completed,7/12/2016 13:56,7/12/2016 14:58,62,Mid-Day,12,13,Tuesday,12,14
2752,2270,City,291,Trip Completed,7/12/2016 18:28,7/12/2016 19:17,49,Evening,12,18,Tuesday,12,19
2753,3701,Airport,291,Trip Completed,7/13/2016 19:46,7/13/2016 20:51,64,Evening,13,19,Wednesday,13,20
2754,4618,City,291,Trip Completed,7/14/2016 11:02,7/14/2016 11:40,39,Mid-Day,14,11,Thursday,14,11
2755,4909,Airport,291,Trip Completed,7/14/2016 18:03,7/14/2016 18:34,30,Evening,14,18,Thursday,14,18
2756,5578,City,291,Trip Completed,7/15/2016 5:48,7/15/2016 6:43,55,Early-Day,15,5,Friday,15,6
2757,6404,Airport,291,Trip Completed,7/15/2016 19:24,7/15/2016 20:03,39,Evening,15,19,Friday,15,20
2758,6623,City,291,Trip Completed,7/15/2016 21:51,7/15/2016 23:12,80,Evening,15,21,Friday,15,23
2759,6738,Airport,291,Trip Completed,7/15/2016 23:45,7/16/2016 0:35,51,Evening,15,23,Friday,16,0
2760,497,City,292,Trip Completed,7/11/2016 9:33,7/11/2016 10:09,36,Early-Day,11,9,Monday,11,10
2761,1071,Airport,292,Trip Completed,7/11/2016 19:58,7/11/2016 20:32,34,Evening,11,19,Monday,11,20
2762,1709,City,292,Trip Completed,7/12/2016 8:09,7/12/2016 9:11,62,Early-Day,12,8,Tuesday,12,9
2763,2348,City,292,Trip Completed,7/12/2016 19:21,7/12/2016 20:26,65,Evening,12,19,Tuesday,12,20
2764,3342,Airport,292,Trip Completed,7/13/2016 12:51,7/13/2016 13:35,44,Mid-Day,13,12,Wednesday,13,13
2765,1008,Airport,293,Trip Completed,7/11/2016 19:05,7/11/2016 20:09,64,Evening,11,19,Monday,11,20
2766,2430,City,293,Trip Completed,7/12/2016 20:12,7/12/2016 20:44,32,Evening,12,20,Tuesday,12,20
2767,3352,City,293,Trip Completed,7/13/2016 13:26,7/13/2016 14:04,38,Mid-Day,13,13,Wednesday,13,14
2768,3748,City,293,Trip Completed,7/13/2016 20:23,7/13/2016 21:26,63,Evening,13,20,Wednesday,13,21
2769,5687,City,293,Trip Completed,7/15/2016 7:15,7/15/2016 8:01,46,Early-Day,15,7,Friday,15,8
2770,6724,Airport,293,Trip Completed,7/15/2016 23:20,7/16/2016 0:10,50,Evening,15,23,Friday,16,0
2771,152,City,294,Trip Completed,7/11/2016 5:29,7/11/2016 6:16,47,Early-Day,11,5,Monday,11,6
2772,1207,Airport,294,Trip Completed,7/11/2016 21:23,7/11/2016 22:32,69,Evening,11,21,Monday,11,22
2773,1377,Airport,294,Trip Completed,7/12/2016 0:54,7/12/2016 1:55,61,Midnight,12,0,Tuesday,12,1
2774,1606,Airport,294,Trip Completed,7/12/2016 6:45,7/12/2016 7:50,65,Early-Day,12,6,Tuesday,12,7
2775,1920,City,294,Trip Completed,7/12/2016 10:56,7/12/2016 11:58,62,Mid-Day,12,10,Tuesday,12,11
2776,2856,Airport,294,Trip Completed,7/13/2016 5:34,7/13/2016 6:46,72,Early-Day,13,5,Wednesday,13,6
2777,3277,City,294,Trip Completed,7/13/2016 10:41,7/13/2016 11:06,24,Mid-Day,13,10,Wednesday,13,11
2778,4501,City,294,Trip Completed,7/14/2016 9:01,7/14/2016 9:51,51,Early-Day,14,9,Thursday,14,9
2779,5194,City,294,Trip Completed,7/14/2016 20:42,7/14/2016 21:26,44,Evening,14,20,Thursday,14,21
2780,5519,Airport,294,Trip Completed,7/15/2016 5:11,7/15/2016 5:55,44,Early-Day,15,5,Friday,15,5
2781,6509,City,294,Trip Completed,7/15/2016 20:32,7/15/2016 21:50,78,Evening,15,20,Friday,15,21
2782,476,City,295,Trip Completed,7/11/2016 9:24,7/11/2016 10:02,38,Early-Day,11,9,Monday,11,10
2783,1052,Airport,295,Trip Completed,7/11/2016 19:42,7/11/2016 20:54,72,Evening,11,19,Monday,11,20
2784,1743,Airport,295,Trip Completed,7/12/2016 8:28,7/12/2016 9:10,42,Early-Day,12,8,Tuesday,12,9
2785,3157,Airport,295,Trip Completed,7/13/2016 9:02,7/13/2016 9:47,45,Early-Day,13,9,Wednesday,13,9
2786,5255,Airport,295,Trip Completed,7/14/2016 21:19,7/14/2016 22:09,50,Evening,14,21,Thursday,14,22
2787,6475,City,295,Trip Completed,7/15/2016 20:20,7/15/2016 21:02,42,Evening,15,20,Friday,15,21
2788,477,City,296,Trip Completed,7/11/2016 9:28,7/11/2016 10:41,73,Early-Day,11,9,Monday,11,10
2789,643,City,296,Trip Completed,7/11/2016 12:35,7/11/2016 13:20,45,Mid-Day,11,12,Monday,11,13
2790,1152,Airport,296,Trip Completed,7/11/2016 20:39,7/11/2016 21:28,49,Evening,11,20,Monday,11,21
2791,1333,City,296,Trip Completed,7/11/2016 23:17,7/12/2016 0:15,58,Evening,11,23,Monday,12,0
2792,1659,City,296,Trip Completed,7/12/2016 7:24,7/12/2016 8:14,50,Early-Day,12,7,Tuesday,12,8
2793,2657,Airport,296,Trip Completed,7/12/2016 23:11,7/13/2016 0:28,78,Evening,12,23,Tuesday,13,0
2794,2898,Airport,296,Trip Completed,7/13/2016 6:01,7/13/2016 7:04,63,Early-Day,13,6,Wednesday,13,7
2795,3852,Airport,296,Trip Completed,7/13/2016 21:38,7/13/2016 22:24,47,Evening,13,21,Wednesday,13,22
2796,5342,City,296,Trip Completed,7/14/2016 22:38,7/14/2016 23:21,43,Evening,14,22,Thursday,14,23
2797,5634,Airport,296,Trip Completed,7/15/2016 6:44,7/15/2016 7:10,27,Early-Day,15,6,Friday,15,7
2798,30,Airport,297,Trip Completed,7/11/2016 2:04,7/11/2016 2:37,33,Midnight,11,2,Monday,11,2
2799,195,City,297,Trip Completed,7/11/2016 6:05,7/11/2016 6:52,47,Early-Day,11,6,Monday,11,6
2800,993,City,297,Trip Completed,7/11/2016 19:00,7/11/2016 19:41,41,Evening,11,19,Monday,11,19
2801,1774,Airport,297,Trip Completed,7/12/2016 8:53,7/12/2016 10:00,67,Early-Day,12,8,Tuesday,12,10
2802,2648,City,297,Trip Completed,7/12/2016 22:50,7/12/2016 23:44,54,Evening,12,22,Tuesday,12,23
2803,2979,Airport,297,Trip Completed,7/13/2016 6:58,7/13/2016 7:58,61,Early-Day,13,6,Wednesday,13,7
2804,3676,City,297,Trip Completed,7/13/2016 19:28,7/13/2016 20:30,62,Evening,13,19,Wednesday,13,20
2805,4041,Airport,297,Trip Completed,7/14/2016 0:38,7/14/2016 1:12,34,Midnight,14,0,Thursday,14,1
2806,4147,Airport,297,Trip Completed,7/14/2016 4:54,7/14/2016 6:00,66,Midnight,14,4,Thursday,14,6
2807,4859,Airport,297,Trip Completed,7/14/2016 17:34,7/14/2016 18:30,57,Evening,14,17,Thursday,14,18
2808,6067,Airport,297,Trip Completed,7/15/2016 13:55,7/15/2016 14:56,61,Mid-Day,15,13,Friday,15,14
2809,1690,Airport,298,Trip Completed,7/12/2016 7:52,7/12/2016 8:56,64,Early-Day,12,7,Tuesday,12,8
2810,2404,Airport,298,Trip Completed,7/12/2016 20:00,7/12/2016 20:56,56,Evening,12,20,Tuesday,12,20
2811,3313,City,298,Trip Completed,7/13/2016 12:01,7/13/2016 12:55,54,Mid-Day,13,12,Wednesday,13,12
2812,3559,City,298,Trip Completed,7/13/2016 18:16,7/13/2016 19:25,69,Evening,13,18,Wednesday,13,19
2813,4018,Airport,298,Trip Completed,7/13/2016 23:57,7/14/2016 1:02,65,Evening,13,23,Wednesday,14,1
2814,4121,Airport,298,Trip Completed,7/14/2016 4:29,7/14/2016 5:07,38,Midnight,14,4,Thursday,14,5
2815,4224,City,298,Trip Completed,7/14/2016 5:49,7/14/2016 6:54,66,Early-Day,14,5,Thursday,14,6
2816,4810,City,298,Trip Completed,7/14/2016 17:16,7/14/2016 18:01,45,Evening,14,17,Thursday,14,18
2817,5295,City,298,Trip Completed,7/14/2016 21:48,7/14/2016 22:41,53,Evening,14,21,Thursday,14,22
2818,5381,Airport,298,Trip Completed,7/14/2016 23:56,7/15/2016 0:39,43,Evening,14,23,Thursday,15,0
2819,6271,City,298,Trip Completed,7/15/2016 18:14,7/15/2016 18:59,44,Evening,15,18,Friday,15,18
2820,1244,City,299,Trip Completed,7/11/2016 21:38,7/11/2016 22:15,37,Evening,11,21,Monday,11,22
2821,2249,City,299,Trip Completed,7/12/2016 18:24,7/12/2016 19:09,45,Evening,12,18,Tuesday,12,19
2822,3045,Airport,299,Trip Completed,7/13/2016 7:39,7/13/2016 8:30,51,Early-Day,13,7,Wednesday,13,8
2823,3817,Airport,299,Trip Completed,7/13/2016 21:12,7/13/2016 22:05,53,Evening,13,21,Wednesday,13,22
2824,4481,City,299,Trip Completed,7/14/2016 8:46,7/14/2016 9:54,68,Early-Day,14,8,Thursday,14,9
2825,5160,City,299,Trip Completed,7/14/2016 20:28,7/14/2016 21:12,44,Evening,14,20,Thursday,14,21
2826,6304,City,299,Trip Completed,7/15/2016 18:31,7/15/2016 19:19,48,Evening,15,18,Friday,15,19
2827,1315,Airport,300,Trip Completed,7/11/2016 22:54,7/11/2016 23:35,41,Evening,11,22,Monday,11,23
2828,2924,City,300,Trip Completed,7/13/2016 6:31,7/13/2016 7:20,50,Early-Day,13,6,Wednesday,13,7
2829,3324,Airport,300,Trip Completed,7/13/2016 12:33,7/13/2016 13:16,43,Mid-Day,13,12,Wednesday,13,13
2830,3935,Airport,300,Trip Completed,7/13/2016 22:26,7/13/2016 23:43,77,Evening,13,22,Wednesday,13,23
2831,5844,Airport,300,Trip Completed,7/15/2016 9:07,7/15/2016 9:56,49,Early-Day,15,9,Friday,15,9
2832,2905,City,1,Cancelled,7/13/2016 6:08,NA,NA,Early-Day,13,6,Wednesday,NA,NA
2833,4805,City,1,Cancelled,7/14/2016 17:07,NA,NA,Evening,14,17,Thursday,NA,NA
2834,5202,Airport,1,Cancelled,7/14/2016 20:51,NA,NA,Evening,14,20,Thursday,NA,NA
2835,5927,City,1,Cancelled,7/15/2016 10:12,NA,NA,Mid-Day,15,10,Friday,NA,NA
2836,2347,Airport,2,Cancelled,7/12/2016 19:14,NA,NA,Evening,12,19,Tuesday,NA,NA
2837,3806,Airport,2,Cancelled,7/13/2016 20:57,NA,NA,Evening,13,20,Wednesday,NA,NA
2838,4451,City,2,Cancelled,7/14/2016 8:38,NA,NA,Early-Day,14,8,Thursday,NA,NA
2839,5023,Airport,2,Cancelled,7/14/2016 19:04,NA,NA,Evening,14,19,Thursday,NA,NA
2840,80,City,3,Cancelled,7/11/2016 4:47,NA,NA,Midnight,11,4,Monday,NA,NA
2841,534,City,3,Cancelled,7/11/2016 10:01,NA,NA,Mid-Day,11,10,Monday,NA,NA
2842,1867,Airport,3,Cancelled,7/12/2016 9:59,NA,NA,Early-Day,12,9,Tuesday,NA,NA
2843,4383,City,3,Cancelled,7/14/2016 7:48,NA,NA,Early-Day,14,7,Thursday,NA,NA
2844,748,City,4,Cancelled,7/11/2016 15:49,NA,NA,Mid-Day,11,15,Monday,NA,NA
2845,1254,Airport,4,Cancelled,7/11/2016 21:53,NA,NA,Evening,11,21,Monday,NA,NA
2846,3807,Airport,4,Cancelled,7/13/2016 20:58,NA,NA,Evening,13,20,Wednesday,NA,NA
2847,4280,City,4,Cancelled,7/14/2016 6:33,NA,NA,Early-Day,14,6,Thursday,NA,NA
2848,4533,City,4,Cancelled,7/14/2016 9:31,NA,NA,Early-Day,14,9,Thursday,NA,NA
2849,3230,City,5,Cancelled,7/13/2016 10:01,NA,NA,Mid-Day,13,10,Wednesday,NA,NA
2850,4296,City,5,Cancelled,7/14/2016 6:39,NA,NA,Early-Day,14,6,Thursday,NA,NA
2851,3059,City,6,Cancelled,7/13/2016 7:56,NA,NA,Early-Day,13,7,Wednesday,NA,NA
2852,5547,City,6,Cancelled,7/15/2016 5:30,NA,NA,Early-Day,15,5,Friday,NA,NA
2853,5699,City,6,Cancelled,7/15/2016 7:25,NA,NA,Early-Day,15,7,Friday,NA,NA
2854,5701,City,6,Cancelled,7/15/2016 7:34,NA,NA,Early-Day,15,7,Friday,NA,NA
2855,247,City,7,Cancelled,7/11/2016 6:33,NA,NA,Early-Day,11,6,Monday,NA,NA
2856,2582,Airport,7,Cancelled,7/12/2016 21:42,NA,NA,Evening,12,21,Tuesday,NA,NA
2857,3184,City,7,Cancelled,7/13/2016 9:21,NA,NA,Early-Day,13,9,Wednesday,NA,NA
2858,1687,City,8,Cancelled,7/12/2016 7:51,NA,NA,Early-Day,12,7,Tuesday,NA,NA
2859,4174,City,8,Cancelled,7/14/2016 5:19,NA,NA,Early-Day,14,5,Thursday,NA,NA
2860,4335,City,8,Cancelled,7/14/2016 7:13,NA,NA,Early-Day,14,7,Thursday,NA,NA
2861,150,City,9,Cancelled,7/11/2016 5:24,NA,NA,Early-Day,11,5,Monday,NA,NA
2862,233,City,9,Cancelled,7/11/2016 6:27,NA,NA,Early-Day,11,6,Monday,NA,NA
2863,1880,City,9,Cancelled,7/12/2016 10:01,NA,NA,Mid-Day,12,10,Tuesday,NA,NA
2864,2986,City,9,Cancelled,7/13/2016 7:04,NA,NA,Early-Day,13,7,Wednesday,NA,NA
2865,3549,City,9,Cancelled,7/13/2016 18:03,NA,NA,Evening,13,18,Wednesday,NA,NA
2866,4463,City,9,Cancelled,7/14/2016 8:43,NA,NA,Early-Day,14,8,Thursday,NA,NA
2867,4178,City,10,Cancelled,7/14/2016 5:22,NA,NA,Early-Day,14,5,Thursday,NA,NA
2868,4599,City,10,Cancelled,7/14/2016 10:08,NA,NA,Mid-Day,14,10,Thursday,NA,NA
2869,4667,Airport,10,Cancelled,7/14/2016 12:23,NA,NA,Mid-Day,14,12,Thursday,NA,NA
2870,570,City,13,Cancelled,7/11/2016 10:36,NA,NA,Mid-Day,11,10,Monday,NA,NA
2871,1691,City,13,Cancelled,7/12/2016 7:54,NA,NA,Early-Day,12,7,Tuesday,NA,NA
2872,3499,City,13,Cancelled,7/13/2016 17:46,NA,NA,Evening,13,17,Wednesday,NA,NA
2873,4467,City,13,Cancelled,7/14/2016 8:42,NA,NA,Early-Day,14,8,Thursday,NA,NA
2874,2799,City,14,Cancelled,7/13/2016 4:59,NA,NA,Midnight,13,4,Wednesday,NA,NA
2875,3822,Airport,14,Cancelled,7/13/2016 21:10,NA,NA,Evening,13,21,Wednesday,NA,NA
2876,4456,City,14,Cancelled,7/14/2016 8:32,NA,NA,Early-Day,14,8,Thursday,NA,NA
2877,4685,Airport,14,Cancelled,7/14/2016 13:00,NA,NA,Mid-Day,14,13,Thursday,NA,NA
2878,306,City,15,Cancelled,7/11/2016 7:20,NA,NA,Early-Day,11,7,Monday,NA,NA
2879,2888,City,15,Cancelled,7/13/2016 5:57,NA,NA,Early-Day,13,5,Wednesday,NA,NA
2880,92,City,16,Cancelled,7/11/2016 4:53,NA,NA,Midnight,11,4,Monday,NA,NA
2881,3138,City,16,Cancelled,7/13/2016 8:50,NA,NA,Early-Day,13,8,Wednesday,NA,NA
2882,3810,City,16,Cancelled,7/13/2016 21:06,NA,NA,Evening,13,21,Wednesday,NA,NA
2883,4580,City,16,Cancelled,7/14/2016 9:59,NA,NA,Early-Day,14,9,Thursday,NA,NA
2884,5784,City,16,Cancelled,7/15/2016 8:34,NA,NA,Early-Day,15,8,Friday,NA,NA
2885,1648,City,17,Cancelled,7/12/2016 7:20,NA,NA,Early-Day,12,7,Tuesday,NA,NA
2886,2883,City,17,Cancelled,7/13/2016 5:54,NA,NA,Early-Day,13,5,Wednesday,NA,NA
2887,4272,City,17,Cancelled,7/14/2016 6:23,NA,NA,Early-Day,14,6,Thursday,NA,NA
2888,5621,City,17,Cancelled,7/15/2016 6:28,NA,NA,Early-Day,15,6,Friday,NA,NA
2889,5696,City,17,Cancelled,7/15/2016 7:32,NA,NA,Early-Day,15,7,Friday,NA,NA
2890,5662,City,18,Cancelled,7/15/2016 7:04,NA,NA,Early-Day,15,7,Friday,NA,NA
2891,1894,Airport,19,Cancelled,7/12/2016 10:19,NA,NA,Mid-Day,12,10,Tuesday,NA,NA
2892,2854,City,19,Cancelled,7/13/2016 5:37,NA,NA,Early-Day,13,5,Wednesday,NA,NA
2893,4968,City,19,Cancelled,7/14/2016 18:40,NA,NA,Evening,14,18,Thursday,NA,NA
2894,352,City,20,Cancelled,7/11/2016 7:54,NA,NA,Early-Day,11,7,Monday,NA,NA
2895,1841,City,20,Cancelled,7/12/2016 9:41,NA,NA,Early-Day,12,9,Tuesday,NA,NA
2896,1885,City,20,Cancelled,7/12/2016 10:04,NA,NA,Mid-Day,12,10,Tuesday,NA,NA
2897,3170,City,20,Cancelled,7/13/2016 9:09,NA,NA,Early-Day,13,9,Wednesday,NA,NA
2898,4586,City,20,Cancelled,7/14/2016 10:09,NA,NA,Mid-Day,14,10,Thursday,NA,NA
2899,5208,Airport,20,Cancelled,7/14/2016 20:55,NA,NA,Evening,14,20,Thursday,NA,NA
2900,5472,City,20,Cancelled,7/15/2016 4:49,NA,NA,Midnight,15,4,Friday,NA,NA
2901,96,City,21,Cancelled,7/11/2016 4:58,NA,NA,Midnight,11,4,Monday,NA,NA
2902,132,City,21,Cancelled,7/11/2016 5:15,NA,NA,Early-Day,11,5,Monday,NA,NA
2903,2899,City,21,Cancelled,7/13/2016 5:59,NA,NA,Early-Day,13,5,Wednesday,NA,NA
2904,3166,City,21,Cancelled,7/13/2016 9:09,NA,NA,Early-Day,13,9,Wednesday,NA,NA
2905,232,City,22,Cancelled,7/11/2016 6:26,NA,NA,Early-Day,11,6,Monday,NA,NA
2906,275,City,22,Cancelled,7/11/2016 7:00,NA,NA,Early-Day,11,7,Monday,NA,NA
2907,554,City,22,Cancelled,7/11/2016 10:13,NA,NA,Mid-Day,11,10,Monday,NA,NA
2908,4326,City,22,Cancelled,7/14/2016 7:08,NA,NA,Early-Day,14,7,Thursday,NA,NA
2909,5723,City,22,Cancelled,7/15/2016 7:44,NA,NA,Early-Day,15,7,Friday,NA,NA
2910,1462,Airport,23,Cancelled,7/12/2016 5:01,NA,NA,Early-Day,12,5,Tuesday,NA,NA
2911,196,Airport,24,Cancelled,7/11/2016 6:07,NA,NA,Early-Day,11,6,Monday,NA,NA
2912,236,City,24,Cancelled,7/11/2016 6:32,NA,NA,Early-Day,11,6,Monday,NA,NA
2913,1502,City,24,Cancelled,7/12/2016 5:37,NA,NA,Early-Day,12,5,Tuesday,NA,NA
2914,1615,City,24,Cancelled,7/12/2016 6:52,NA,NA,Early-Day,12,6,Tuesday,NA,NA
2915,3079,City,24,Cancelled,7/13/2016 8:13,NA,NA,Early-Day,13,8,Wednesday,NA,NA
2916,6249,Airport,24,Cancelled,7/15/2016 17:55,NA,NA,Evening,15,17,Friday,NA,NA
2917,1794,City,25,Cancelled,7/12/2016 9:03,NA,NA,Early-Day,12,9,Tuesday,NA,NA
2918,4546,City,25,Cancelled,7/14/2016 9:34,NA,NA,Early-Day,14,9,Thursday,NA,NA
2919,2913,City,26,Cancelled,7/13/2016 6:15,NA,NA,Early-Day,13,6,Wednesday,NA,NA
2920,276,City,27,Cancelled,7/11/2016 6:52,NA,NA,Early-Day,11,6,Monday,NA,NA
2921,1613,City,27,Cancelled,7/12/2016 6:47,NA,NA,Early-Day,12,6,Tuesday,NA,NA
2922,3150,City,27,Cancelled,7/13/2016 8:59,NA,NA,Early-Day,13,8,Wednesday,NA,NA
2923,3217,City,27,Cancelled,7/13/2016 9:48,NA,NA,Early-Day,13,9,Wednesday,NA,NA
2924,4523,City,27,Cancelled,7/14/2016 9:22,NA,NA,Early-Day,14,9,Thursday,NA,NA
2925,4593,City,27,Cancelled,7/14/2016 10:09,NA,NA,Mid-Day,14,10,Thursday,NA,NA
2926,5476,Airport,27,Cancelled,7/15/2016 4:45,NA,NA,Midnight,15,4,Friday,NA,NA
2927,5477,City,27,Cancelled,7/15/2016 4:48,NA,NA,Midnight,15,4,Friday,NA,NA
2928,5846,City,27,Cancelled,7/15/2016 9:05,NA,NA,Early-Day,15,9,Friday,NA,NA
2929,1539,City,28,Cancelled,7/12/2016 6:04,NA,NA,Early-Day,12,6,Tuesday,NA,NA
2930,1770,City,28,Cancelled,7/12/2016 8:50,NA,NA,Early-Day,12,8,Tuesday,NA,NA
